domain,keyword_or_alias,source,weight
healthcare,"hospital operations, scheduling, bed management & patient flow",category,0.6
healthcare,"lab information systems (lis), specimen tracking & lab workflows",category,0.6
healthcare,"medical ai, diagnostics, pathology ai & clinical decision support",category,0.6
healthcare,"medical education, anatomy viewers, surgical simulation & virtual patients",category,0.6
healthcare,"medical imaging, radiology, dicom viewers & segmentation",category,0.6
healthcare,"mental health, behavioral health, cbt, mood tracking & crisis support",category,0.6
healthcare,"pharmacy, prescriptions, drug interaction checking & medication management",category,0.6
healthcare,"public health, population analytics, health equity & demographic modeling",category,0.6
healthcare,"telemedicine, video consultation, remote monitoring & virtual care",category,0.6
healthcare,"wearables, sensor pipelines, device bridges & iot health",category,0.6
legal,legal,domain_name,1.0
legal,access-to-justice-civic-tech,sub_domain,0.8
legal,alternative-dispute-resolution,sub_domain,0.8
legal,aml-kyc-identity,sub_domain,0.8
legal,compliance-regulatory-automation,sub_domain,0.8
legal,contract-analysis-clm,sub_domain,0.8
legal,corporate-governance-entity-mgmt,sub_domain,0.8
legal,court-case-management,sub_domain,0.8
legal,curated-lists-meta-sweep,sub_domain,0.8
legal,digital-forensics-litigation,sub_domain,0.8
legal,e-discovery-document-review,sub_domain,0.8
legal,immigration-visa-processing,sub_domain,0.8
legal,ip-patent-trademark,sub_domain,0.8
legal,legal-ai-nlp,sub_domain,0.8
legal,legal-analytics-prediction,sub_domain,0.8
legal,legal-document-automation,sub_domain,0.8
legal,legal-knowledge-ontologies,sub_domain,0.8
legal,legal-practice-management,sub_domain,0.8
legal,legal-research-case-law,sub_domain,0.8
legal,privacy-data-protection,sub_domain,0.8
legal,smart-contracts-legal,sub_domain,0.8
legal,tax-compliance-automation,sub_domain,0.8
legal,access,tag,0.5
legal,access-to-justice,tag,0.5
legal,accord-project,tag,0.5
legal,agreement,tag,0.5
legal,akoma-ntoso,tag,0.5
legal,aml,tag,0.5
legal,arbitration,tag,0.5
legal,audit-controls,tag,0.5
legal,awesome-list,tag,0.5
legal,billing,tag,0.5
legal,board-governance,tag,0.5
legal,cap-table,tag,0.5
legal,case-intake,tag,0.5
legal,case-law,tag,0.5
legal,chain-of-custody,tag,0.5
legal,citation,tag,0.5
legal,civic-tech,tag,0.5
legal,clause-extraction,tag,0.5
legal,clause-review,tag,0.5
legal,clm,tag,0.5
legal,compliance,tag,0.5
legal,computable-contracts,tag,0.5
legal,consent,tag,0.5
legal,contract,tag,0.5
legal,contract-analysis,tag,0.5
legal,contract-templates,tag,0.5
legal,corporate-governance,tag,0.5
legal,court,tag,0.5
legal,court-case-management,tag,0.5
legal,court-data,tag,0.5
legal,digital-forensics,tag,0.5
legal,discovery,tag,0.5
legal,dispute-resolution,tag,0.5
legal,docassemble,tag,0.5
legal,docket-management,tag,0.5
legal,docket-mining,tag,0.5
legal,dockets,tag,0.5
legal,document-automation,tag,0.5
legal,document-review,tag,0.5
legal,dsar,tag,0.5
legal,e-discovery,tag,0.5
legal,e-filing,tag,0.5
legal,e-signature,tag,0.5
legal,entity-management,tag,0.5
legal,evidence,tag,0.5
legal,evidence-management,tag,0.5
legal,filing,tag,0.5
legal,filing-automation,tag,0.5
legal,form-assembly,tag,0.5
legal,form-automation,tag,0.5
legal,gdpr,tag,0.5
legal,identity-verification,tag,0.5
legal,immigration,tag,0.5
legal,ip-analytics,tag,0.5
legal,judge-analytics,tag,0.5
legal,judicial-workflow,tag,0.5
legal,knowledge-graph,tag,0.5
legal,kyc,tag,0.5
legal,legal-ai,tag,0.5
legal,legal-aid,tag,0.5
legal,legal-analytics,tag,0.5
legal,legal-data,tag,0.5
legal,legal-nlp,tag,0.5
legal,legal-ontology,tag,0.5
legal,litigation-support,tag,0.5
legal,lkif,tag,0.5
legal,matter-management,tag,0.5
legal,mediation,tag,0.5
legal,odr,tag,0.5
legal,ontology,tag,0.5
legal,outcome-prediction,tag,0.5
legal,patent-search,tag,0.5
legal,pii-redaction,tag,0.5
legal,policy-as-code,tag,0.5
legal,practice-management,tag,0.5
legal,prior-art,tag,0.5
legal,privacy,tag,0.5
legal,privilege-review,tag,0.5
legal,redaction,tag,0.5
legal,redlining,tag,0.5
legal,regulatory,tag,0.5
legal,regulatory-change,tag,0.5
legal,rules-engine,tag,0.5
legal,sanctions,tag,0.5
legal,self-help,tag,0.5
legal,smart-contracts,tag,0.5
legal,tax,tag,0.5
legal,tax-compliance,tag,0.5
legal,timekeeping,tag,0.5
legal,trademark,tag,0.5
legal,vat,tag,0.5
legal,visa-processing,tag,0.5
legal,"access to justice / civic tech — legal aid, self-help, pro bono, guided court forms",category,0.6
legal,"alternative dispute resolution — odr, arbitration, mediation, settlement workflow tooling",category,0.6
legal,"aml / kyc / identity — sanctions screening, watchlists, identity verification for compliance",category,0.6
legal,"compliance / regulatory automation — policy-as-code, audit mapping, regulatory change tracking",category,0.6
legal,"contract analysis / clm — review, clause extraction, redlining, contract intelligence",category,0.6
legal,"corporate governance / entity management — entity registries, board workflows, cap-table standards",category,0.6
legal,"court / case management — docketing, e-filing, case tracking, judicial workflow",category,0.6
legal,"curated lists / meta sweep — awesome lists, github topics, canonical meta-sources",category,0.6
legal,"digital forensics / litigation — chain of custody, evidence management, forensic support for cases",category,0.6
legal,"e-discovery / document review — litigation review workflows, privilege, redaction, evidence review",category,0.6
legal,"immigration / visa processing — case intake, immigration workflows, filing and tracking",category,0.6
legal,"ip / patent / trademark — prior art search, patent analytics, trademark tooling",category,0.6
legal,"legal ai / nlp — legal bert, ner, clause extraction, summarization, citation tooling",category,0.6
legal,"legal analytics / prediction — docket mining, judge analytics, citation graphs, outcome models",category,0.6
legal,"legal document automation — guided interviews, form assembly, e-sign, drafting workflows",category,0.6
legal,"legal knowledge / ontologies — legal schemas, knowledge graphs, akoma ntoso, lkif",category,0.6
legal,"legal practice management — law-firm matter management, billing, time tracking, operations",category,0.6
legal,"legal research / case law — opinions, citations, court data, dockets, scrapers",category,0.6
legal,"privacy / data protection — gdpr, ccpa, dsar, consent, privacy engineering",category,0.6
legal,"smart contracts / legal — computable contracts, legal clause templates, agreement execution",category,0.6
legal,"tax compliance / automation — tax rules engines, filing workflows, jurisdictional calculations",category,0.6
sustainability,sustainability,domain_name,1.0
sustainability,air-quality-emissions,sub_domain,0.8
sustainability,biodiversity-monitoring,sub_domain,0.8
sustainability,carbon-accounting-ghg,sub_domain,0.8
sustainability,circular-economy-waste,sub_domain,0.8
sustainability,climate-data-analysis,sub_domain,0.8
sustainability,climate-finance,sub_domain,0.8
sustainability,energy-modeling-simulation,sub_domain,0.8
sustainability,environmental-justice,sub_domain,0.8
sustainability,esg-reporting-compliance,sub_domain,0.8
sustainability,green-building-certification,sub_domain,0.8
sustainability,life-cycle-assessment,sub_domain,0.8
sustainability,ocean-climate,sub_domain,0.8
sustainability,remote-sensing-land-use,sub_domain,0.8
sustainability,renewable-energy-optimization,sub_domain,0.8
sustainability,smart-grid-demand-response,sub_domain,0.8
sustainability,supply-chain-sustainability,sub_domain,0.8
sustainability,sustainability-dashboards-viz,sub_domain,0.8
sustainability,sustainable-agriculture,sub_domain,0.8
sustainability,sustainable-transport,sub_domain,0.8
sustainability,water-resource-management,sub_domain,0.8
sustainability,air-quality,tag,0.5
sustainability,bioacoustics,tag,0.5
sustainability,biodiversity,tag,0.5
sustainability,blue-carbon,tag,0.5
sustainability,breeam,tag,0.5
sustainability,building-energy,tag,0.5
sustainability,camera-trap,tag,0.5
sustainability,carbon-accounting,tag,0.5
sustainability,carbon-credit,tag,0.5
sustainability,carbon-footprint,tag,0.5
sustainability,circular-economy,tag,0.5
sustainability,climate-data,tag,0.5
sustainability,climate-finance,tag,0.5
sustainability,climate-risk,tag,0.5
sustainability,climate-visualization,tag,0.5
sustainability,cmip,tag,0.5
sustainability,community-impact,tag,0.5
sustainability,crop-modeling,tag,0.5
sustainability,csrd,tag,0.5
sustainability,data-portal,tag,0.5
sustainability,deforestation,tag,0.5
sustainability,demand-response,tag,0.5
sustainability,dispersion-modeling,tag,0.5
sustainability,downscaling,tag,0.5
sustainability,embodied-carbon,tag,0.5
sustainability,emissions,tag,0.5
sustainability,energy-modeling,tag,0.5
sustainability,energy-planning,tag,0.5
sustainability,energyplus,tag,0.5
sustainability,environmental-impact,tag,0.5
sustainability,environmental-justice,tag,0.5
sustainability,equity,tag,0.5
sustainability,era5,tag,0.5
sustainability,esg,tag,0.5
sustainability,ev-charging,tag,0.5
sustainability,ev-routing,tag,0.5
sustainability,exposure-mapping,tag,0.5
sustainability,ghg,tag,0.5
sustainability,green-bonds,tag,0.5
sustainability,green-building,tag,0.5
sustainability,grid-simulation,tag,0.5
sustainability,hydrology,tag,0.5
sustainability,inventory,tag,0.5
sustainability,issb,tag,0.5
sustainability,kpi-dashboard,tag,0.5
sustainability,land-cover,tag,0.5
sustainability,lca,tag,0.5
sustainability,leed,tag,0.5
sustainability,life-cycle,tag,0.5
sustainability,load-forecasting,tag,0.5
sustainability,marine-carbon,tag,0.5
sustainability,material-flow,tag,0.5
sustainability,microgrid,tag,0.5
sustainability,mobility,tag,0.5
sustainability,ndvi,tag,0.5
sustainability,ocean-acidification,tag,0.5
sustainability,ocean-climate,tag,0.5
sustainability,precision-agriculture,tag,0.5
sustainability,public-transit,tag,0.5
sustainability,recycling,tag,0.5
sustainability,regenerative-agriculture,tag,0.5
sustainability,remote-sensing,tag,0.5
sustainability,renewable-energy,tag,0.5
sustainability,scope-3,tag,0.5
sustainability,sdg,tag,0.5
sustainability,smart-grid,tag,0.5
sustainability,soil-carbon,tag,0.5
sustainability,species-monitoring,tag,0.5
sustainability,storage-optimization,tag,0.5
sustainability,supply-chain,tag,0.5
sustainability,tcfd,tag,0.5
sustainability,traceability,tag,0.5
sustainability,transport,tag,0.5
sustainability,waste-tracking,tag,0.5
sustainability,water-modeling,tag,0.5
sustainability,water-quality,tag,0.5
sustainability,watershed,tag,0.5
sustainability,"air quality / emissions — pollution monitoring, atmospheric modeling, emissions inventories",category,0.6
sustainability,"biodiversity monitoring — species detection, camera traps, bioacoustics, ebird and inaturalist",category,0.6
sustainability,carbon accounting / ghg — carbon footprint calculators and scope 1/2/3 tracking,category,0.6
sustainability,"circular economy / waste — material flow analysis, recycling optimization, waste tracking",category,0.6
sustainability,"climate data analysis — climate datasets, downscaling, cmip and era5 processors",category,0.6
sustainability,"climate finance — green bond analytics, carbon credit markets, climate risk portfolios",category,0.6
sustainability,"energy modeling / simulation — building energy models, grid simulation, renewable forecasting",category,0.6
sustainability,"environmental justice — exposure mapping, equity analysis, community impact tools",category,0.6
sustainability,esg reporting / compliance — esg aggregation and csrd/tcfd/issb reporting tooling,category,0.6
sustainability,green building certification — leed/breeam tools and building material databases,category,0.6
sustainability,life cycle assessment — lca databases and environmental impact calculators,category,0.6
sustainability,"ocean / climate — ocean acidification, marine carbon, blue economy tools",category,0.6
sustainability,remote sensing / land use — satellite imagery for deforestation and land cover change,category,0.6
sustainability,"renewable energy optimization — solar and wind siting, microgrid planning, storage optimization",category,0.6
sustainability,"smart grid / demand response — energy flexibility, demand forecasting, ev charging optimization",category,0.6
sustainability,"supply chain sustainability — scope 3 traceability, deforestation-free supply chains, fair trade tracking",category,0.6
sustainability,"sustainability dashboards / visualization — sdg trackers, environmental kpi dashboards, data portals",category,0.6
sustainability,"sustainable agriculture — precision agriculture, soil carbon, crop modeling",category,0.6
sustainability,"sustainable transport — ev routing, public transit optimization, mobility-as-a-service",category,0.6
sustainability,"water resource management — hydrological modeling, water quality, watershed analysis",category,0.6
telecoms,telecoms,domain_name,1.0
telecoms,3gpp-compliance,sub_domain,0.8
telecoms,3gpp-core,sub_domain,0.8
telecoms,4g,sub_domain,0.8
telecoms,4g-5g-core,sub_domain,0.8
telecoms,4g-5g-core-network,sub_domain,0.8
telecoms,4g-core,sub_domain,0.8
telecoms,4g-epc,sub_domain,0.8
telecoms,4g-lte,sub_domain,0.8
telecoms,5g-core,sub_domain,0.8
telecoms,5g-core-interfaces,sub_domain,0.8
telecoms,5g-core-network,sub_domain,0.8
telecoms,5g-multicast-broadcast,sub_domain,0.8
telecoms,5g-network-slicing,sub_domain,0.8
telecoms,5g-ran,sub_domain,0.8
telecoms,5g-ran-simulation,sub_domain,0.8
telecoms,5g-ran-testing,sub_domain,0.8
telecoms,5g-standalone-core,sub_domain,0.8
telecoms,5g-transport,sub_domain,0.8
telecoms,5g-transport-validation,sub_domain,0.8
telecoms,5g-user-plane,sub_domain,0.8
telecoms,5gc-testing,sub_domain,0.8
telecoms,6g-simulation,sub_domain,0.8
telecoms,access-gateway,sub_domain,0.8
telecoms,agentic-netops,sub_domain,0.8
telecoms,anomaly-detection,sub_domain,0.8
telecoms,antenna-control,sub_domain,0.8
telecoms,api-benchmarking,sub_domain,0.8
telecoms,api-load-testing,sub_domain,0.8
telecoms,api-stress-testing,sub_domain,0.8
telecoms,api-testing,sub_domain,0.8
telecoms,arista-eos,sub_domain,0.8
telecoms,asset-administration-shell,sub_domain,0.8
telecoms,asterisk,sub_domain,0.8
telecoms,auto-discovery,sub_domain,0.8
telecoms,bandwidth-measurement,sub_domain,0.8
telecoms,baseband,sub_domain,0.8
telecoms,baseband-processing,sub_domain,0.8
telecoms,bgp,sub_domain,0.8
telecoms,bgp-telemetry,sub_domain,0.8
telecoms,billing,sub_domain,0.8
telecoms,bitcoin-sync,sub_domain,0.8
telecoms,blockchain-over-satellite,sub_domain,0.8
telecoms,call-flow-generation,sub_domain,0.8
telecoms,call-processing,sub_domain,0.8
telecoms,carrier-grade-lte-5g,sub_domain,0.8
telecoms,cdr-processing,sub_domain,0.8
telecoms,cellular-protocol-analysis,sub_domain,0.8
telecoms,change-detection,sub_domain,0.8
telecoms,channel-modeling,sub_domain,0.8
telecoms,chaos-engineering,sub_domain,0.8
telecoms,cisco-mdt,sub_domain,0.8
telecoms,cisco-nexus,sub_domain,0.8
telecoms,cisco-pyats,sub_domain,0.8
telecoms,clos-fabric,sub_domain,0.8
telecoms,cloud-edge-orchestration,sub_domain,0.8
telecoms,cloud-native,sub_domain,0.8
telecoms,cloud-native-networking,sub_domain,0.8
telecoms,cloud-native-nfv,sub_domain,0.8
telecoms,cloud-native-ran,sub_domain,0.8
telecoms,cloud-native-telco,sub_domain,0.8
telecoms,cloud-native-telephony,sub_domain,0.8
telecoms,cloud-native-vnf,sub_domain,0.8
telecoms,cnf,sub_domain,0.8
telecoms,cnf-lifecycle,sub_domain,0.8
telecoms,comparative-testing,sub_domain,0.8
telecoms,compliance-auditing,sub_domain,0.8
telecoms,connectivity-testing,sub_domain,0.8
telecoms,container-workload-management,sub_domain,0.8
telecoms,containerized-nos,sub_domain,0.8
telecoms,containerized-ran-core,sub_domain,0.8
telecoms,containerlab,sub_domain,0.8
telecoms,core-stress-testing,sub_domain,0.8
telecoms,cscf,sub_domain,0.8
telecoms,csp-platform,sub_domain,0.8
telecoms,cu-du-split,sub_domain,0.8
telecoms,data-center-networking,sub_domain,0.8
telecoms,data-modeling,sub_domain,0.8
telecoms,data-plane,sub_domain,0.8
telecoms,data-plane-management,sub_domain,0.8
telecoms,deep-packet-inspection,sub_domain,0.8
telecoms,degraded-network-conditions,sub_domain,0.8
telecoms,device-abstraction,sub_domain,0.8
telecoms,device-classification,sub_domain,0.8
telecoms,device-discovery,sub_domain,0.8
telecoms,devops-testing,sub_domain,0.8
telecoms,diameter,sub_domain,0.8
telecoms,diameter-signaling,sub_domain,0.8
telecoms,discrete-event,sub_domain,0.8
telecoms,distributed-alerting,sub_domain,0.8
telecoms,distributed-mininet,sub_domain,0.8
telecoms,distributed-testing,sub_domain,0.8
telecoms,docker-telemetry,sub_domain,0.8
telecoms,dockerfiles,sub_domain,0.8
telecoms,dpdk,sub_domain,0.8
telecoms,dvb-s2,sub_domain,0.8
telecoms,e2ap,sub_domain,0.8
telecoms,ebpf,sub_domain,0.8
telecoms,ebpf-networking,sub_domain,0.8
telecoms,ebpf-upf,sub_domain,0.8
telecoms,edge-computing,sub_domain,0.8
telecoms,edge-kubernetes,sub_domain,0.8
telecoms,edge-load-balancing,sub_domain,0.8
telecoms,elk-stack,sub_domain,0.8
telecoms,enb-simulation,sub_domain,0.8
telecoms,end-to-end-mobile-network,sub_domain,0.8
telecoms,enterprise-networking,sub_domain,0.8
telecoms,epc,sub_domain,0.8
telecoms,epc-integration,sub_domain,0.8
telecoms,etsi-mano,sub_domain,0.8
telecoms,event-streaming,sub_domain,0.8
telecoms,evpn,sub_domain,0.8
telecoms,failure-analysis,sub_domain,0.8
telecoms,fault-injection,sub_domain,0.8
telecoms,fault-management,sub_domain,0.8
telecoms,flow-accounting,sub_domain,0.8
telecoms,flow-analytics,sub_domain,0.8
telecoms,flow-collection,sub_domain,0.8
telecoms,flow-monitoring,sub_domain,0.8
telecoms,flow-table,sub_domain,0.8
telecoms,flowspec,sub_domain,0.8
telecoms,forward-error-correction,sub_domain,0.8
telecoms,forwarding-plane-analysis,sub_domain,0.8
telecoms,free5gc,sub_domain,0.8
telecoms,fronthaul,sub_domain,0.8
telecoms,genie-parsers,sub_domain,0.8
telecoms,gnb,sub_domain,0.8
telecoms,gnb-ue-emulation,sub_domain,0.8
telecoms,gnmi-automation,sub_domain,0.8
telecoms,gnmi-netconf,sub_domain,0.8
telecoms,gradiant-lab5g,sub_domain,0.8
telecoms,grpc-automation,sub_domain,0.8
telecoms,grpc-benchmarking,sub_domain,0.8
telecoms,grpc-streaming,sub_domain,0.8
telecoms,grpc-testing,sub_domain,0.8
telecoms,gsm,sub_domain,0.8
telecoms,gtp-tunneling,sub_domain,0.8
telecoms,helm-charts,sub_domain,0.8
telecoms,helm-orchestration,sub_domain,0.8
telecoms,hep-protocol,sub_domain,0.8
telecoms,high-performance-dataplane,sub_domain,0.8
telecoms,high-performance-vswitch,sub_domain,0.8
telecoms,home-network,sub_domain,0.8
telecoms,http-benchmarking,sub_domain,0.8
telecoms,http-traffic-generation,sub_domain,0.8
telecoms,hyperscaler-infrastructure,sub_domain,0.8
telecoms,ice,sub_domain,0.8
telecoms,ietf,sub_domain,0.8
telecoms,igp-topology,sub_domain,0.8
telecoms,impairment-testing,sub_domain,0.8
telecoms,ims-volte,sub_domain,0.8
telecoms,ims-volte-vonr,sub_domain,0.8
telecoms,industry-4-0,sub_domain,0.8
telecoms,infrastructure-as-code,sub_domain,0.8
telecoms,infrastructure-management,sub_domain,0.8
telecoms,infrastructure-modeling,sub_domain,0.8
telecoms,infrastructure-monitoring,sub_domain,0.8
telecoms,infrastructure-visibility,sub_domain,0.8
telecoms,interoperability-testing,sub_domain,0.8
telecoms,inventory-orchestration,sub_domain,0.8
telecoms,ios-xe,sub_domain,0.8
telecoms,ios-xr,sub_domain,0.8
telecoms,iot-device-management,sub_domain,0.8
telecoms,iot-orchestration,sub_domain,0.8
telecoms,ip-performance,sub_domain,0.8
telecoms,ip-routing,sub_domain,0.8
telecoms,kamailio,sub_domain,0.8
telecoms,kubernetes,sub_domain,0.8
telecoms,kubernetes-cni,sub_domain,0.8
telecoms,kubernetes-edge,sub_domain,0.8
telecoms,kubernetes-monitoring,sub_domain,0.8
telecoms,kubernetes-network-emulation,sub_domain,0.8
telecoms,kubernetes-network-functions,sub_domain,0.8
telecoms,kubernetes-networking,sub_domain,0.8
telecoms,kubernetes-sidecar,sub_domain,0.8
telecoms,kubernetes-telecom,sub_domain,0.8
telecoms,l1-phy,sub_domain,0.8
telecoms,lab-automation,sub_domain,0.8
telecoms,large-scale-topology,sub_domain,0.8
telecoms,latency-benchmarking,sub_domain,0.8
telecoms,latency-measurement,sub_domain,0.8
telecoms,layer2-layer3,sub_domain,0.8
telecoms,legacy-toolset,sub_domain,0.8
telecoms,lightning-payments,sub_domain,0.8
telecoms,lightweight-core,sub_domain,0.8
telecoms,load-testing,sub_domain,0.8
telecoms,lte,sub_domain,0.8
telecoms,lte-epc,sub_domain,0.8
telecoms,lte-ran,sub_domain,0.8
telecoms,manet,sub_domain,0.8
telecoms,mb-upf,sub_domain,0.8
telecoms,media-processing,sub_domain,0.8
telecoms,message-transmission,sub_domain,0.8
telecoms,microservice-load-testing,sub_domain,0.8
telecoms,microservice-networking,sub_domain,0.8
telecoms,mno-federation,sub_domain,0.8
telecoms,mobile-core-network,sub_domain,0.8
telecoms,mobility,sub_domain,0.8
telecoms,modcod,sub_domain,0.8
telecoms,model-driven-telemetry,sub_domain,0.8
telecoms,model-validation,sub_domain,0.8
telecoms,mpls,sub_domain,0.8
telecoms,multi-generation-interworking,sub_domain,0.8
telecoms,multi-protocol,sub_domain,0.8
telecoms,multi-protocol-routing,sub_domain,0.8
telecoms,multi-protocol-telecom-lab,sub_domain,0.8
telecoms,multi-protocol-testing,sub_domain,0.8
telecoms,multi-ue,sub_domain,0.8
telecoms,multi-vendor,sub_domain,0.8
telecoms,multi-vendor-config,sub_domain,0.8
telecoms,multi-vendor-interop,sub_domain,0.8
telecoms,multi-vendor-netconf,sub_domain,0.8
telecoms,multi-vendor-nms,sub_domain,0.8
telecoms,multi-vendor-nos,sub_domain,0.8
telecoms,multi-vendor-orchestration,sub_domain,0.8
telecoms,multi-vendor-topology,sub_domain,0.8
telecoms,multitenant-voip,sub_domain,0.8
telecoms,netconf,sub_domain,0.8
telecoms,netconf-restconf,sub_domain,0.8
telecoms,netsim,sub_domain,0.8
telecoms,network-backup,sub_domain,0.8
telecoms,network-chaos,sub_domain,0.8
telecoms,network-configuration-automation,sub_domain,0.8
telecoms,network-configuration-verification,sub_domain,0.8
telecoms,network-control-plane,sub_domain,0.8
telecoms,network-device-state,sub_domain,0.8
telecoms,network-digital-twin,sub_domain,0.8
telecoms,network-element-simulation,sub_domain,0.8
telecoms,network-emulation,sub_domain,0.8
telecoms,network-emulator,sub_domain,0.8
telecoms,network-flow,sub_domain,0.8
telecoms,network-flow-analytics,sub_domain,0.8
telecoms,network-function-prototyping,sub_domain,0.8
telecoms,network-function-virtualization,sub_domain,0.8
telecoms,network-functions,sub_domain,0.8
telecoms,network-lab,sub_domain,0.8
telecoms,network-lab-automation,sub_domain,0.8
telecoms,network-lab-orchestration,sub_domain,0.8
telecoms,network-model,sub_domain,0.8
telecoms,network-modeling,sub_domain,0.8
telecoms,network-observability,sub_domain,0.8
telecoms,network-operating-system,sub_domain,0.8
telecoms,network-orchestration,sub_domain,0.8
telecoms,network-os,sub_domain,0.8
telecoms,network-os-emulation,sub_domain,0.8
telecoms,network-programmability,sub_domain,0.8
telecoms,network-protocols,sub_domain,0.8
telecoms,network-security,sub_domain,0.8
telecoms,network-service-lifecycle,sub_domain,0.8
telecoms,network-service-orchestration,sub_domain,0.8
telecoms,network-simulation,sub_domain,0.8
telecoms,network-slicing,sub_domain,0.8
telecoms,network-switching,sub_domain,0.8
telecoms,network-test-automation,sub_domain,0.8
telecoms,network-testing,sub_domain,0.8
telecoms,network-throughput,sub_domain,0.8
telecoms,network-topology-orchestration,sub_domain,0.8
telecoms,network-topology-testing,sub_domain,0.8
telecoms,network-traffic-analysis,sub_domain,0.8
telecoms,network-traffic-monitoring,sub_domain,0.8
telecoms,network-troubleshooting,sub_domain,0.8
telecoms,nfv-dataplane,sub_domain,0.8
telecoms,nfv-mano,sub_domain,0.8
telecoms,nfv-performance-testing,sub_domain,0.8
telecoms,ngap,sub_domain,0.8
telecoms,ngap-nas,sub_domain,0.8
telecoms,nms,sub_domain,0.8
telecoms,nokia-sr-linux,sub_domain,0.8
telecoms,non-terrestrial-network,sub_domain,0.8
telecoms,nornir,sub_domain,0.8
telecoms,nos-management-plane,sub_domain,0.8
telecoms,nso,sub_domain,0.8
telecoms,ntn-integration,sub_domain,0.8
telecoms,nxos-telemetry,sub_domain,0.8
telecoms,o-ran,sub_domain,0.8
telecoms,observium,sub_domain,0.8
telecoms,odtn,sub_domain,0.8
telecoms,offline-analysis,sub_domain,0.8
telecoms,online-charging,sub_domain,0.8
telecoms,open-networking,sub_domain,0.8
telecoms,open-ran-testbed,sub_domain,0.8
telecoms,openconfig-gnmi,sub_domain,0.8
telecoms,openstack,sub_domain,0.8
telecoms,optical-transport,sub_domain,0.8
telecoms,oran,sub_domain,0.8
telecoms,osmocom,sub_domain,0.8
telecoms,ospf-isis,sub_domain,0.8
telecoms,otg-standard,sub_domain,0.8
telecoms,p4-programmable-dataplane,sub_domain,0.8
telecoms,p4-programmable-switch,sub_domain,0.8
telecoms,packet-capture,sub_domain,0.8
telecoms,packet-forwarding,sub_domain,0.8
telecoms,packet-processing,sub_domain,0.8
telecoms,performance-benchmarking,sub_domain,0.8
telecoms,phy-layer-visualization,sub_domain,0.8
telecoms,pre-deployment-testing,sub_domain,0.8
telecoms,private-network,sub_domain,0.8
telecoms,private-network-experiments,sub_domain,0.8
telecoms,programmable-network-functions,sub_domain,0.8
telecoms,programmable-pbx,sub_domain,0.8
telecoms,programmable-routing,sub_domain,0.8
telecoms,prometheus,sub_domain,0.8
telecoms,protocol-benchmarking,sub_domain,0.8
telecoms,proxy-minion,sub_domain,0.8
telecoms,qos-simulation,sub_domain,0.8
telecoms,quic,sub_domain,0.8
telecoms,radio-access-network,sub_domain,0.8
telecoms,radius,sub_domain,0.8
telecoms,ran-core-integration,sub_domain,0.8
telecoms,ran-emulation,sub_domain,0.8
telecoms,ran-intelligence,sub_domain,0.8
telecoms,ran-simulation,sub_domain,0.8
telecoms,real-time-communications,sub_domain,0.8
telecoms,real-time-monitoring,sub_domain,0.8
telecoms,rel17-mbs,sub_domain,0.8
telecoms,research-networking,sub_domain,0.8
telecoms,resilience-testing,sub_domain,0.8
telecoms,resiliency-testing,sub_domain,0.8
telecoms,resource-constrained-edge,sub_domain,0.8
telecoms,restconf-datastore,sub_domain,0.8
telecoms,rf-toolbox,sub_domain,0.8
telecoms,ric,sub_domain,0.8
telecoms,ric-integration,sub_domain,0.8
telecoms,route-injection,sub_domain,0.8
telecoms,route-policy,sub_domain,0.8
telecoms,router-firewall,sub_domain,0.8
telecoms,routing,sub_domain,0.8
telecoms,routing-protocol-validation,sub_domain,0.8
telecoms,routing-stack,sub_domain,0.8
telecoms,rtc-troubleshooting,sub_domain,0.8
telecoms,rtp-media,sub_domain,0.8
telecoms,rtp-proxy,sub_domain,0.8
telecoms,rust-telecom,sub_domain,0.8
telecoms,saltstack-orchestration,sub_domain,0.8
telecoms,satellite,sub_domain,0.8
telecoms,satellite-backhaul,sub_domain,0.8
telecoms,satellite-ground-station,sub_domain,0.8
telecoms,scalable-emulation,sub_domain,0.8
telecoms,sd-ran,sub_domain,0.8
telecoms,sdk-generation,sub_domain,0.8
telecoms,sdn,sub_domain,0.8
telecoms,sdn-control-plane,sub_domain,0.8
telecoms,sdn-data-plane,sub_domain,0.8
telecoms,sdn-emulation,sub_domain,0.8
telecoms,sdn-orchestration,sub_domain,0.8
telecoms,sdr,sub_domain,0.8
telecoms,sdr-containerized,sub_domain,0.8
telecoms,security-testing,sub_domain,0.8
telecoms,segment-routing,sub_domain,0.8
telecoms,server-monitoring,sub_domain,0.8
telecoms,service-based-architecture,sub_domain,0.8
telecoms,service-health,sub_domain,0.8
telecoms,service-platform,sub_domain,0.8
telecoms,sionna,sub_domain,0.8
telecoms,sip-media,sub_domain,0.8
telecoms,sip-monitoring,sub_domain,0.8
telecoms,sip-provider,sub_domain,0.8
telecoms,sip-proxy,sub_domain,0.8
telecoms,sip-signaling,sub_domain,0.8
telecoms,sip-switching,sub_domain,0.8
telecoms,sip-testing,sub_domain,0.8
telecoms,sip-webrtc-bridging,sub_domain,0.8
telecoms,slice-aware-qos,sub_domain,0.8
telecoms,smo,sub_domain,0.8
telecoms,snmp-discovery,sub_domain,0.8
telecoms,snmp-monitoring,sub_domain,0.8
telecoms,snmp-polling,sub_domain,0.8
telecoms,software-defined-networking,sub_domain,0.8
