repo_slug,capability_id,capability_label,domain
eupf,prometheus-metrics,Prometheus Metrics,telecoms
eupf,far-processing,Far Processing,telecoms
eupf,qer-processing,Qer Processing,telecoms
eupf,sdf-filtering,Sdf Filtering,telecoms
eupf,rest-api,Rest Api,telecoms
fortio,traffic-generation,Traffic Generation,telecoms
fortio,load-testing,Load Testing,telecoms
fortio,http-server,Http Server,telecoms
fortio,grpc-server,Grpc Server,telecoms
fortio,echo-server,Echo Server,telecoms
fortio,latency-measurement,Latency Measurement,telecoms
fortio,web-dashboard,Web Dashboard,telecoms
fortio,udp-traffic-generation,Udp Traffic Generation,telecoms
fortio,tcp-traffic-generation,Tcp Traffic Generation,telecoms
fortio,tls-support,Tls Support,telecoms
fortio,rest-api,Rest Api,telecoms
fortio,metrics-collection,Metrics Collection,telecoms
freeswitch,sip-proxy,Sip Proxy,telecoms
freeswitch,sip-registrar,Sip Registrar,telecoms
freeswitch,pbx-server,Pbx Server,telecoms
freeswitch,ivr-engine,Ivr Engine,telecoms
freeswitch,conference-bridge,Conference Bridge,telecoms
freeswitch,media-server,Media Server,telecoms
freeswitch,webrtc-gateway,Webrtc Gateway,telecoms
freeswitch,srtp-support,Srtp Support,telecoms
freeswitch,rtp-relay,Rtp Relay,telecoms
freeswitch,mrcp-client,Mrcp Client,telecoms
freeswitch,voip-routing,Voip Routing,telecoms
freeswitch,dialplan-engine,Dialplan Engine,telecoms
freeswitch,fax-over-ip,Fax Over Ip,telecoms
freeswitch,voicemail-server,Voicemail Server,telecoms
freeswitch,call-recording,Call Recording,telecoms
gnbsim-omec-sd-core,gnb-simulation,Gnb Simulation,telecoms
gnbsim-omec-sd-core,ue-simulation,Ue Simulation,telecoms
gnbsim-omec-sd-core,nas-5gs-signaling,Nas 5Gs Signaling,telecoms
gnbsim-omec-sd-core,ngap-signaling,Ngap Signaling,telecoms
gnbsim-omec-sd-core,5g-registration-procedures,5G Registration Procedures,telecoms
gnbsim-omec-sd-core,pdu-session-establishment,Pdu Session Establishment,telecoms
gnbsim-omec-sd-core,handover-simulation,Handover Simulation,telecoms
gnbsim-omec-sd-core,gtp-u-user-plane,Gtp U User Plane,telecoms
gnbsim-omec-sd-core,profile-based-test-execution,Profile Based Test Execution,telecoms
gnbsim-omec-sd-core,icmp-user-plane-validation,Icmp User Plane Validation,telecoms
gnbsim-omec-sd-core,5gc-control-plane-testing,5Gc Control Plane Testing,telecoms
ground-station,satellite-tracking,Satellite Tracking,telecoms
ground-station,sdr-waterfall-display,Sdr Waterfall Display,telecoms
ground-station,signal-decoding,Signal Decoding,telecoms
ground-station,tle-synchronization,Tle Synchronization,telecoms
ground-station,antenna-rotator-control,Antenna Rotator Control,telecoms
ground-station,multi-sdr-device-management,Multi Sdr Device Management,telecoms
ground-station,ax25-decoding,Ax25 Decoding,telecoms
ground-station,gmsk-demodulation,Gmsk Demodulation,telecoms
ground-station,web-dashboard,Web Dashboard,telecoms
ground-station,satellite-pass-scheduling,Satellite Pass Scheduling,telecoms
k6,http-load-generation,Http Load Generation,telecoms
k6,http2-load-generation,Http2 Load Generation,telecoms
k6,websocket-load-generation,Websocket Load Generation,telecoms
k6,grpc-load-generation,Grpc Load Generation,telecoms
k6,browser-testing,Browser Testing,telecoms
k6,javascript-scripting,Javascript Scripting,telecoms
k6,performance-metrics,Performance Metrics,telecoms
k6,traffic-generation,Traffic Generation,telecoms
k6,synthetic-testing,Synthetic Testing,telecoms
k6,grafana-integration,Grafana Integration,telecoms
ktranslate-kentik,snmp-collection,Snmp Collection,telecoms
ktranslate-kentik,netflow-ingestion,Netflow Ingestion,telecoms
ktranslate-kentik,sflow-ingestion,Sflow Ingestion,telecoms
ktranslate-kentik,ipfix-ingestion,Ipfix Ingestion,telecoms
ktranslate-kentik,gnmi-telemetry-collection,Gnmi Telemetry Collection,telecoms
ktranslate-kentik,multi-format-export,Multi Format Export,telecoms
ktranslate-kentik,prometheus-metrics-export,Prometheus Metrics Export,telecoms
ktranslate-kentik,influxdb-export,Influxdb Export,telecoms
ktranslate-kentik,flow-format-translation,Flow Format Translation,telecoms
ktranslate-kentik,network-telemetry-pipeline,Network Telemetry Pipeline,telecoms
ligato-vpp-agent,vpp-control-plane,Vpp Control Plane,telecoms
ligato-vpp-agent,grpc-server,Grpc Server,telecoms
ligato-vpp-agent,rest-api,Rest Api,telecoms
ligato-vpp-agent,etcd-integration,Etcd Integration,telecoms
ligato-vpp-agent,kafka-integration,Kafka Integration,telecoms
ligato-vpp-agent,vnf-management,Vnf Management,telecoms
ligato-vpp-agent,interface-configuration,Interface Configuration,telecoms
ligato-vpp-agent,l2-bridging,L2 Bridging,telecoms
ligato-vpp-agent,l3-routing,L3 Routing,telecoms
ligato-vpp-agent,acl-management,Acl Management,telecoms
ligato-vpp-agent,nat-configuration,Nat Configuration,telecoms
ligato-vpp-agent,ipsec-management,Ipsec Management,telecoms
ligato-vpp-agent,cloud-native-agent,Cloud Native Agent,telecoms
locust,load-testing,Load Testing,telecoms
locust,traffic-generation,Traffic Generation,telecoms
locust,http-client,Http Client,telecoms
locust,distributed-testing,Distributed Testing,telecoms
locust,web-dashboard,Web Dashboard,telecoms
locust,custom-protocol-client,Custom Protocol Client,telecoms
locust,python-test-scripting,Python Test Scripting,telecoms
locust,real-time-metrics,Real Time Metrics,telecoms
locust,performance-benchmarking,Performance Benchmarking,telecoms
loxilb,ebpf-load-balancer,Ebpf Load Balancer,telecoms
loxilb,bgp-routing,Bgp Routing,telecoms
loxilb,sctp-support,Sctp Support,telecoms
loxilb,gtp-tunneling,Gtp Tunneling,telecoms
loxilb,kubernetes-load-balancer,Kubernetes Load Balancer,telecoms
loxilb,5g-aware-networking,5G Aware Networking,telecoms
loxilb,cloud-native-load-balancing,Cloud Native Load Balancing,telecoms
loxilb,nat-gateway,Nat Gateway,telecoms
loxilb,service-proxy,Service Proxy,telecoms
netdata,real-time-monitoring,Real Time Monitoring,telecoms
netdata,snmp-collection,Snmp Collection,telecoms
netdata,metrics-visualization,Metrics Visualization,telecoms
netdata,web-dashboard,Web Dashboard,telecoms
netdata,statsd-server,Statsd Server,telecoms
netdata,http-api,Http Api,telecoms
netdata,system-metrics,System Metrics,telecoms
netdata,network-metrics,Network Metrics,telecoms
netdata,docker-monitoring,Docker Monitoring,telecoms
netdata,alerting,Alerting,telecoms
nfsen-ng-docker,netflow-collection,Netflow Collection,telecoms
nfsen-ng-docker,netflow-visualization,Netflow Visualization,telecoms
nfsen-ng-docker,web-dashboard,Web Dashboard,telecoms
nfsen-ng-docker,multi-source-flow-analysis,Multi Source Flow Analysis,telecoms
nfsen-ng-docker,ipfix-collection,Ipfix Collection,telecoms
nfsen-ng-docker,sflow-collection,Sflow Collection,telecoms
nfsen-ng-docker,nfdump-integration,Nfdump Integration,telecoms
nfsen-ng-docker,flow-data-storage,Flow Data Storage,telecoms
nornir,network-automation-framework,Network Automation Framework,telecoms
nornir,multi-threaded-task-execution,Multi Threaded Task Execution,telecoms
nornir,inventory-management,Inventory Management,telecoms
nornir,netconf-client,Netconf Client,telecoms
nornir,restconf-client,Restconf Client,telecoms
nornir,ssh-cli-automation,Ssh Cli Automation,telecoms
nornir,gnmi-client,Gnmi Client,telecoms
nornir,multi-vendor-device-access,Multi Vendor Device Access,telecoms
nornir,config-templating,Config Templating,telecoms
nornir,plugin-ecosystem,Plugin Ecosystem,telecoms
openconfig-gnmi-gateway,gnmi-gateway,Gnmi Gateway,telecoms
openconfig-gnmi-gateway,gnmi-aggregator,Gnmi Aggregator,telecoms
openconfig-gnmi-gateway,telemetry-collection,Telemetry Collection,telecoms
openconfig-gnmi-gateway,prometheus-exporter,Prometheus Exporter,telecoms
openconfig-gnmi-gateway,kafka-exporter,Kafka Exporter,telecoms
openconfig-gnmi-gateway,openconfig-streaming,Openconfig Streaming,telecoms
openconfig-gnmi-gateway,grpc-telemetry-proxy,Grpc Telemetry Proxy,telecoms
openconfig-gnmi-gateway,high-availability-clustering,High Availability Clustering,telecoms
oxidized,network-config-backup,Network Config Backup,telecoms
oxidized,git-version-control,Git Version Control,telecoms
oxidized,multi-vendor-device-support,Multi Vendor Device Support,telecoms
oxidized,ssh-telnet-connectivity,Ssh Telnet Connectivity,telecoms
oxidized,config-diff-tracking,Config Diff Tracking,telecoms
oxidized,rest-api,Rest Api,telecoms
oxidized,web-dashboard,Web Dashboard,telecoms
oxidized,snmp-polling,Snmp Polling,telecoms
panoptes,snmp-polling,Snmp Polling,telecoms
panoptes,network-discovery,Network Discovery,telecoms
panoptes,device-enrichment,Device Enrichment,telecoms
panoptes,plugin-architecture,Plugin Architecture,telecoms
panoptes,telemetry-collection,Telemetry Collection,telecoms
panoptes,horizontal-scalability,Horizontal Scalability,telecoms
panoptes,metrics-pipeline,Metrics Pipeline,telecoms
predator,api-load-testing,Api Load Testing,telecoms
predator,traffic-generation,Traffic Generation,telecoms
predator,web-dashboard,Web Dashboard,telecoms
predator,distributed-load-execution,Distributed Load Execution,telecoms
predator,test-scheduling,Test Scheduling,telecoms
predator,live-reporting,Live Reporting,telecoms
predator,prometheus-metrics,Prometheus Metrics,telecoms
predator,influxdb-integration,Influxdb Integration,telecoms
predator,rest-api-management,Rest Api Management,telecoms
predator,performance-regression-testing,Performance Regression Testing,telecoms
prometheus-snmp-exporter,snmp-polling,Snmp Polling,telecoms
prometheus-snmp-exporter,prometheus-metrics-export,Prometheus Metrics Export,telecoms
prometheus-snmp-exporter,snmp-to-prometheus-translation,Snmp To Prometheus Translation,telecoms
prometheus-snmp-exporter,mib-config-generator,Mib Config Generator,telecoms
prometheus-snmp-exporter,snmpv3-auth,Snmpv3 Auth,telecoms
prometheus-snmp-exporter,network-device-monitoring,Network Device Monitoring,telecoms
prometheus-snmp-exporter,multi-device-polling,Multi Device Polling,telecoms
pumba,chaos-engineering,Chaos Engineering,telecoms
pumba,network-fault-injection,Network Fault Injection,telecoms
pumba,latency-injection,Latency Injection,telecoms
pumba,packet-loss-emulation,Packet Loss Emulation,telecoms
pumba,packet-corruption-emulation,Packet Corruption Emulation,telecoms
pumba,bandwidth-rate-limiting,Bandwidth Rate Limiting,telecoms
pumba,container-kill,Container Kill,telecoms
pumba,container-pause,Container Pause,telecoms
pumba,container-stop,Container Stop,telecoms
pumba,netem-emulation,Netem Emulation,telecoms
pumba,docker-container-management,Docker Container Management,telecoms
pyats-docker,netconf-client,Netconf Client,telecoms
pyats-docker,restconf-client,Restconf Client,telecoms
pyats-docker,gnmi-client,Gnmi Client,telecoms
pyats-docker,cli-automation,Cli Automation,telecoms
pyats-docker,snmp-client,Snmp Client,telecoms
pyats-docker,network-test-automation,Network Test Automation,telecoms
pyats-docker,genie-parsers,Genie Parsers,telecoms
pyats-docker,yang-model-validation,Yang Model Validation,telecoms
pyats-docker,multi-vendor-device-testing,Multi Vendor Device Testing,telecoms
pyats-docker,test-reporting-dashboard,Test Reporting Dashboard,telecoms
rf-swift,sdr-toolbox,Sdr Toolbox,telecoms
rf-swift,gsm-analysis,Gsm Analysis,telecoms
rf-swift,lte-analysis,Lte Analysis,telecoms
rf-swift,5g-nr-analysis,5G Nr Analysis,telecoms
rf-swift,bluetooth-analysis,Bluetooth Analysis,telecoms
rf-swift,wifi-analysis,Wifi Analysis,telecoms
rf-swift,zigbee-analysis,Zigbee Analysis,telecoms
rf-swift,rf-signal-capture,Rf Signal Capture,telecoms
rf-swift,container-images,Container Images,telecoms
rf-swift,gpu-accelerated-sdr,Gpu Accelerated Sdr,telecoms
rf-swift,usb-passthrough,Usb Passthrough,telecoms
rf-swift,rfid-tools,Rfid Tools,telecoms
rf-swift,automotive-rf-tools,Automotive Rf Tools,telecoms
sigploiter-srslte-docker,lte-enb,Lte Enb,telecoms
sigploiter-srslte-docker,lte-ue-simulation,Lte Ue Simulation,telecoms
sigploiter-srslte-docker,lte-epc,Lte Epc,telecoms
sigploiter-srslte-docker,s1ap-signaling,S1Ap Signaling,telecoms
sigploiter-srslte-docker,gtp-u-tunneling,Gtp U Tunneling,telecoms
sigploiter-srslte-docker,nas-emulation,Nas Emulation,telecoms
sigploiter-srslte-docker,virtual-network-interface,Virtual Network Interface,telecoms
sigploiter-srslte-docker,pre-configured-lte-stack,Pre Configured Lte Stack,telecoms
sonata-mano-framework,nfv-mano-orchestration,Nfv Mano Orchestration,telecoms
sonata-mano-framework,service-lifecycle-management,Service Lifecycle Management,telecoms
sonata-mano-framework,vnf-onboarding,Vnf Onboarding,telecoms
sonata-mano-framework,function-lifecycle-management,Function Lifecycle Management,telecoms
sonata-mano-framework,service-registry,Service Registry,telecoms
sonata-mano-framework,vnf-placement,Vnf Placement,telecoms
sonata-mano-framework,amqp-message-bus,Amqp Message Bus,telecoms
sonata-mano-framework,microservice-orchestration,Microservice Orchestration,telecoms
sonata-mano-framework,network-service-descriptor-processing,Network Service Descriptor Processing,telecoms
sonata-mano-framework,vnf-benchmarking,Vnf Benchmarking,telecoms
stratum,p4runtime-server,P4Runtime Server,telecoms
stratum,gnmi-server,Gnmi Server,telecoms
stratum,gnoi-server,Gnoi Server,telecoms
stratum,openconfig-datastore,Openconfig Datastore,telecoms
stratum,bmv2-softswitch,Bmv2 Softswitch,telecoms
stratum,mininet-topology,Mininet Topology,telecoms
stratum,sdn-switch-os,Sdn Switch Os,telecoms
stratum,hardware-abstraction-layer,Hardware Abstraction Layer,telecoms
stratum,p4-programmable-dataplane,P4 Programmable Dataplane,telecoms
synthetic-network,network-impairment-simulation,Network Impairment Simulation,telecoms
synthetic-network,packet-loss-injection,Packet Loss Injection,telecoms
synthetic-network,latency-injection,Latency Injection,telecoms
synthetic-network,bandwidth-limiting,Bandwidth Limiting,telecoms
synthetic-network,jitter-simulation,Jitter Simulation,telecoms
synthetic-network,per-flow-qos-control,Per Flow Qos Control,telecoms
synthetic-network,web-dashboard,Web Dashboard,telecoms
synthetic-network,json-api,Json Api,telecoms
synthetic-network,docker-network-emulation,Docker Network Emulation,telecoms
synthetic-network,vnc-browser-testing,Vnc Browser Testing,telecoms
sysrepo,yang-datastore,Yang Datastore,telecoms
sysrepo,netconf-backend,Netconf Backend,telecoms
sysrepo,restconf-backend,Restconf Backend,telecoms
sysrepo,yang-model-validation,Yang Model Validation,telecoms
sysrepo,configuration-datastore,Configuration Datastore,telecoms
sysrepo,operational-state-store,Operational State Store,telecoms
sysrepo,change-notifications,Change Notifications,telecoms
sysrepo,subscription-management,Subscription Management,telecoms
sysrepo,startup-running-candidate-datastores,Startup Running Candidate Datastores,telecoms
telemetry-collector-cisco-nx-os,gnmi-dial-in,Gnmi Dial In,telecoms
telemetry-collector-cisco-nx-os,grpc-dial-out,Grpc Dial Out,telecoms
telemetry-collector-cisco-nx-os,mdt-collection,Mdt Collection,telecoms
telemetry-collector-cisco-nx-os,telemetry-pipeline,Telemetry Pipeline,telecoms
telemetry-collector-cisco-nx-os,influxdb-timeseries,Influxdb Timeseries,telecoms
telemetry-collector-cisco-nx-os,grafana-dashboard,Grafana Dashboard,telecoms
telemetry-collector-cisco-nx-os,telegraf-collector,Telegraf Collector,telecoms
telemetry-collector-cisco-nx-os,nxos-telemetry,Nxos Telemetry,telecoms
telemetry-collector-cisco-nx-os,multi-service-compose,Multi Service Compose,telecoms
toxiproxy,network-fault-injection,Network Fault Injection,telecoms
toxiproxy,tcp-proxy,Tcp Proxy,telecoms
toxiproxy,latency-simulation,Latency Simulation,telecoms
toxiproxy,bandwidth-throttling,Bandwidth Throttling,telecoms
toxiproxy,connection-drop-simulation,Connection Drop Simulation,telecoms
toxiproxy,chaos-testing,Chaos Testing,telecoms
toxiproxy,rest-api,Rest Api,telecoms
toxiproxy,toxic-injection,Toxic Injection,telecoms
toxiproxy,resiliency-testing,Resiliency Testing,telecoms
uptime-kuma,uptime-monitoring,Uptime Monitoring,telecoms
uptime-kuma,http-health-checks,Http Health Checks,telecoms
uptime-kuma,tcp-port-monitoring,Tcp Port Monitoring,telecoms
uptime-kuma,dns-monitoring,Dns Monitoring,telecoms
uptime-kuma,icmp-ping-monitoring,Icmp Ping Monitoring,telecoms
uptime-kuma,websocket-monitoring,Websocket Monitoring,telecoms
uptime-kuma,docker-container-monitoring,Docker Container Monitoring,telecoms
uptime-kuma,alerting,Alerting,telecoms
uptime-kuma,status-page,Status Page,telecoms
uptime-kuma,web-dashboard,Web Dashboard,telecoms
uptime-kuma,rest-api,Rest Api,telecoms
vflow,ipfix-collector,Ipfix Collector,telecoms
vflow,netflow-collector,Netflow Collector,telecoms
vflow,sflow-collector,Sflow Collector,telecoms
vflow,multi-protocol-flow-collection,Multi Protocol Flow Collection,telecoms
vflow,kafka-output,Kafka Output,telecoms
vflow,flow-data-processing,Flow Data Processing,telecoms
vflow,udp-listener,Udp Listener,telecoms
ydk-gen-yang-development-kit,yang-api-generation,Yang Api Generation,telecoms
ydk-gen-yang-development-kit,netconf-client,Netconf Client,telecoms
ydk-gen-yang-development-kit,restconf-client,Restconf Client,telecoms
ydk-gen-yang-development-kit,gnmi-client,Gnmi Client,telecoms
ydk-gen-yang-development-kit,yang-model-binding,Yang Model Binding,telecoms
ydk-gen-yang-development-kit,sdk-codegen,Sdk Codegen,telecoms
ydk-gen-yang-development-kit,opendaylight-integration,Opendaylight Integration,telecoms
ydk-gen-yang-development-kit,multi-language-sdk,Multi Language Sdk,telecoms
arista-ceos-lab-demo,netconf-server,Netconf Server,telecoms
arista-ceos-lab-demo,gnmi-server,Gnmi Server,telecoms
arista-ceos-lab-demo,rest-api-eapi,Rest Api Eapi,telecoms
arista-ceos-lab-demo,ssh-cli-access,Ssh Cli Access,telecoms
arista-ceos-lab-demo,containerized-network-os,Containerized Network Os,telecoms
arista-ceos-lab-demo,arista-eos-emulation,Arista Eos Emulation,telecoms
arista-ceos-lab-demo,yang-datastore,Yang Datastore,telecoms
arista-ceos-lab-demo,network-automation-lab,Network Automation Lab,telecoms
beszel,server-monitoring,Server Monitoring,telecoms
beszel,docker-stats-collection,Docker Stats Collection,telecoms
beszel,web-dashboard,Web Dashboard,telecoms
beszel,historical-metrics,Historical Metrics,telecoms
beszel,alerting,Alerting,telecoms
beszel,ssh-agent-communication,Ssh Agent Communication,telecoms
beszel,rest-api,Rest Api,telecoms
blockstream-satellite,dvb-s2-receiver-config,Dvb S2 Receiver Config,telecoms
blockstream-satellite,satellite-signal-monitoring,Satellite Signal Monitoring,telecoms
blockstream-satellite,bitcoin-blockchain-sync,Bitcoin Blockchain Sync,telecoms
blockstream-satellite,lightning-network-client,Lightning Network Client,telecoms
blockstream-satellite,satellite-cli-tools,Satellite Cli Tools,telecoms
blockstream-satellite,docker-containerized-receiver,Docker Containerized Receiver,telecoms
cisco-yang-suite,yang-model-browser,Yang Model Browser,telecoms
cisco-yang-suite,netconf-rpc-builder,Netconf Rpc Builder,telecoms
cisco-yang-suite,restconf-client,Restconf Client,telecoms
cisco-yang-suite,gnmi-client,Gnmi Client,telecoms
cisco-yang-suite,yang-datastore,Yang Datastore,telecoms
cisco-yang-suite,web-dashboard,Web Dashboard,telecoms
cisco-yang-suite,rpc-testing,Rpc Testing,telecoms
cisco-yang-suite,yang-validation,Yang Validation,telecoms
cisco-yang-suite,multi-protocol-yang-testing,Multi Protocol Yang Testing,telecoms
contiv-vpp,cni-plugin,Cni Plugin,telecoms
contiv-vpp,vpp-vswitch,Vpp Vswitch,telecoms
contiv-vpp,kubernetes-networking,Kubernetes Networking,telecoms
contiv-vpp,vxlan-overlay,Vxlan Overlay,telecoms
contiv-vpp,srv6-routing,Srv6 Routing,telecoms
contiv-vpp,ipsec-tunneling,Ipsec Tunneling,telecoms
contiv-vpp,memif-interface,Memif Interface,telecoms
contiv-vpp,tap-interface,Tap Interface,telecoms
contiv-vpp,network-policy-enforcement,Network Policy Enforcement,telecoms
contiv-vpp,service-load-balancing,Service Load Balancing,telecoms
docker-dummyran,lte-ue-simulation,Lte Ue Simulation,telecoms
docker-dummyran,lte-enb-simulation,Lte Enb Simulation,telecoms
docker-dummyran,ran-simulation,Ran Simulation,telecoms
docker-dummyran,faux-rf-radio-simulation,Faux Rf Radio Simulation,telecoms
docker-dummyran,s1ap-connectivity,S1Ap Connectivity,telecoms
docker-dummyran,gtp-u-tunneling,Gtp U Tunneling,telecoms
docker-dummyran,nas-signaling,Nas Signaling,telecoms
docker-dummyran,srslte-ue,Srslte Ue,telecoms
docker-dummyran,srslte-enb,Srslte Enb,telecoms
docker-dummyran,epc-testing-client,Epc Testing Client,telecoms
floodlight,openflow-controller,Openflow Controller,telecoms
floodlight,sdn-controller,Sdn Controller,telecoms
floodlight,rest-api,Rest Api,telecoms
floodlight,web-dashboard,Web Dashboard,telecoms
floodlight,flow-management,Flow Management,telecoms
floodlight,network-topology-discovery,Network Topology Discovery,telecoms
floodlight,openflow-1-0,Openflow 1 0,telecoms
floodlight,openflow-1-3,Openflow 1 3,telecoms
ghz,grpc-load-testing,Grpc Load Testing,telecoms
ghz,grpc-benchmarking,Grpc Benchmarking,telecoms
ghz,traffic-generation,Traffic Generation,telecoms
ghz,tls-mtls-support,Tls Mtls Support,telecoms
ghz,configurable-load-schedules,Configurable Load Schedules,telecoms
ghz,metrics-reporting,Metrics Reporting,telecoms
ghz,multiple-output-formats,Multiple Output Formats,telecoms
gnmi-openconfig-reference,gnmi-server,Gnmi Server,telecoms
gnmi-openconfig-reference,gnmi-collector,Gnmi Collector,telecoms
gnmi-openconfig-reference,grpc-telemetry,Grpc Telemetry,telecoms
gnmi-openconfig-reference,yang-datastore,Yang Datastore,telecoms
gnmi-openconfig-reference,streaming-telemetry,Streaming Telemetry,telecoms
gnmi-openconfig-reference,openconfig-reference-impl,Openconfig Reference Impl,telecoms
gnmi-openconfig-reference,multi-target-aggregation,Multi Target Aggregation,telecoms
goflow-cloudflare,netflow-collection,Netflow Collection,telecoms
goflow-cloudflare,ipfix-collection,Ipfix Collection,telecoms
goflow-cloudflare,sflow-collection,Sflow Collection,telecoms
goflow-cloudflare,kafka-producer,Kafka Producer,telecoms
goflow-cloudflare,protobuf-encoding,Protobuf Encoding,telecoms
goflow-cloudflare,flow-telemetry-pipeline,Flow Telemetry Pipeline,telecoms
goflow-cloudflare,high-throughput-collector,High Throughput Collector,telecoms
gr-dvbs2rx,dvbs2-transmitter,Dvbs2 Transmitter,telecoms
gr-dvbs2rx,dvbs2-receiver,Dvbs2 Receiver,telecoms
gr-dvbs2rx,ldpc-fec-processing,Ldpc Fec Processing,telecoms
gr-dvbs2rx,bch-fec-processing,Bch Fec Processing,telecoms
gr-dvbs2rx,modcod-selection,Modcod Selection,telecoms
gr-dvbs2rx,sdr-signal-processing,Sdr Signal Processing,telecoms
gr-dvbs2rx,gnu-radio-oot-module,Gnu Radio Oot Module,telecoms
gr-dvbs2rx,satellite-signal-reception,Satellite Signal Reception,telecoms
gr-dvbs2rx,baseband-processing,Baseband Processing,telecoms
iperf3-docker,bandwidth-measurement,Bandwidth Measurement,telecoms
iperf3-docker,tcp-throughput-testing,Tcp Throughput Testing,telecoms
iperf3-docker,udp-throughput-testing,Udp Throughput Testing,telecoms
iperf3-docker,sctp-throughput-testing,Sctp Throughput Testing,telecoms
iperf3-docker,iperf3-server,Iperf3 Server,telecoms
iperf3-docker,traffic-generation,Traffic Generation,telecoms
iperf3-docker,network-performance-testing,Network Performance Testing,telecoms
libyang,yang-parser,Yang Parser,telecoms
libyang,yang-validator,Yang Validator,telecoms
libyang,yang-schema-compilation,Yang Schema Compilation,telecoms
libyang,xml-data-validation,Xml Data Validation,telecoms
libyang,json-data-validation,Json Data Validation,telecoms
libyang,yin-conversion,Yin Conversion,telecoms
libyang,yanglint-cli,Yanglint Cli,telecoms
libyang,yang-instance-data-validation,Yang Instance Data Validation,telecoms
maxinet,distributed-network-emulation,Distributed Network Emulation,telecoms
maxinet,sdn-topology-emulation,Sdn Topology Emulation,telecoms
maxinet,openflow-control-plane,Openflow Control Plane,telecoms
maxinet,large-scale-network-topology,Large Scale Network Topology,telecoms
maxinet,gre-tunnel-interconnect,Gre Tunnel Interconnect,telecoms
maxinet,mininet-extension,Mininet Extension,telecoms
maxinet,docker-host-emulation,Docker Host Emulation,telecoms
mininet-wifi,wifi-network-emulation,Wifi Network Emulation,telecoms
mininet-wifi,sdn-wireless-controller,Sdn Wireless Controller,telecoms
mininet-wifi,openflow-dataplane,Openflow Dataplane,telecoms
mininet-wifi,mobility-simulation,Mobility Simulation,telecoms
mininet-wifi,802-11-emulation,802 11 Emulation,telecoms
mininet-wifi,virtual-wifi-nodes,Virtual Wifi Nodes,telecoms
mininet-wifi,network-topology-scripting,Network Topology Scripting,telecoms
mininet-wifi,mininet-extension,Mininet Extension,telecoms
nfdump,netflow-collection,Netflow Collection,telecoms
nfdump,ipfix-collection,Ipfix Collection,telecoms
nfdump,sflow-collection,Sflow Collection,telecoms
nfdump,flow-data-analysis,Flow Data Analysis,telecoms
nfdump,flow-data-processing,Flow Data Processing,telecoms
nfdump,packet-capture,Packet Capture,telecoms
nfdump,traffic-analytics,Traffic Analytics,telecoms
nfdump,flow-export,Flow Export,telecoms
o-ran-sc-smo-ves-collector,ves-collector,Ves Collector,telecoms
o-ran-sc-smo-ves-collector,rest-api-endpoint,Rest Api Endpoint,telecoms
o-ran-sc-smo-ves-collector,grafana-dashboard,Grafana Dashboard,telecoms
o-ran-sc-smo-ves-collector,influxdb-persistence,Influxdb Persistence,telecoms
o-ran-sc-smo-ves-collector,oran-event-streaming,Oran Event Streaming,telecoms
o-ran-sc-smo-ves-collector,smo-monitoring,Smo Monitoring,telecoms
oha,http-load-generation,Http Load Generation,telecoms
oha,traffic-generation,Traffic Generation,telecoms
oha,latency-measurement,Latency Measurement,telecoms
oha,throughput-benchmarking,Throughput Benchmarking,telecoms
oha,tui-dashboard,Tui Dashboard,telecoms
oha,http3-support,Http3 Support,telecoms
oha,rate-limiting,Rate Limiting,telecoms
oha,real-time-metrics,Real Time Metrics,telecoms
openstack-tacker,nfv-orchestration,Nfv Orchestration,telecoms
openstack-tacker,vnf-manager,Vnf Manager,telecoms
openstack-tacker,cnf-lifecycle-management,Cnf Lifecycle Management,telecoms
openstack-tacker,etsi-mano-nfvo,Etsi Mano Nfvo,telecoms
openstack-tacker,tosca-template-processing,Tosca Template Processing,telecoms
openstack-tacker,vim-management,Vim Management,telecoms
openstack-tacker,vnf-deployment,Vnf Deployment,telecoms
openstack-tacker,nsd-management,Nsd Management,telecoms
openstack-tacker,rest-api-server,Rest Api Server,telecoms
p4-behavioral-model-bmv2,p4-software-switch,P4 Software Switch,telecoms
p4-behavioral-model-bmv2,programmable-dataplane,Programmable Dataplane,telecoms
p4-behavioral-model-bmv2,p4runtime-server,P4Runtime Server,telecoms
p4-behavioral-model-bmv2,packet-processing-pipeline,Packet Processing Pipeline,telecoms
p4-behavioral-model-bmv2,simple-switch-target,Simple Switch Target,telecoms
p4-behavioral-model-bmv2,psa-switch-target,Psa Switch Target,telecoms
p4-behavioral-model-bmv2,thrift-control-plane,Thrift Control Plane,telecoms
p4-behavioral-model-bmv2,grpc-control-plane,Grpc Control Plane,telecoms
polycube,ebpf-network-functions,Ebpf Network Functions,telecoms
polycube,xdp-packet-processing,Xdp Packet Processing,telecoms
polycube,kubernetes-cni-plugin,Kubernetes Cni Plugin,telecoms
polycube,software-firewall,Software Firewall,telecoms
polycube,nat-service,Nat Service,telecoms
polycube,load-balancer,Load Balancer,telecoms
polycube,virtual-router,Virtual Router,telecoms
polycube,ddos-protection,Ddos Protection,telecoms
polycube,network-function-framework,Network Function Framework,telecoms
pyang,yang-validation,Yang Validation,telecoms
pyang,yang-linting,Yang Linting,telecoms
pyang,yang-to-dsdl,Yang To Dsdl,telecoms
pyang,yang-tree-view,Yang Tree View,telecoms
